order_id,customer_id,product_id,order_amount,order_date,payment_method,status,quantity
bafa4c32-faf5-4a82-a84a-4582a8d79ed1,8200ffe6-0ef0-4826-b3d0-2d0f9376fb7b,PROD-0039,32691.99,2024/31/01,card,success,4
e54fc0bc-268d-492e-a61b-ccad50befb6a,f28549da-57af-4a0e-a726-9feee02986fd,PROD-0043,2236.46,2024-12-14,cash,refunded,3
2b455bbe-26a8-4782-906c-b611d67f8886,fd4f75b9-d983-47bb-b672-2ce04a933e01,PROD-0081,20989.52,31-12-2023,wallet,success,1
d129f762-25b3-49d3-ba61-5e3e47bb6446,188d6a6c-97bb-4250-ab25-5313641101aa,PROD-0186,36811.33,, upi,success,2
5e3cd2ee-cfa6-4db9-bb28-93c8cc6b759b,4df346b8-26d4-41d8-bf0b-acf10d75edb9,PROD-0105,21340.24,2025-04-21, upi,suc,5
75dcf59f-883f-4727-a15a-e32926549693,609baf00-10da-4555-bdbc-7326bdd1a843,PROD-0475,26214.98,2024/31/01,wallet,success,2
1de54980-4905-414e-9633-a9ea63fa8e2b,09233151-376b-4332-b3a7-0e8c7e138a82,PROD-0234,616420.23,2024/31/01,upi,success,4
dce47d51-9c48-42af-a624-2fc9db6f5307,f544d510-2603-4ea6-af3c-494c6e3d8ab1,PROD-0241,8059.52,2025-08-11,card,fail,3
652c0634-ad04-4515-b21e-151d3b579ec8,3f6daafc-0168-44f6-8257-67b5919d6a8a,PROD-0435,-50,2024/31/01,card,fail,five
45ccd947-44ce-4835-a82a-d1c7f9d5df19,2e3979da-91b9-4212-b89b-95f05b4430be,PROD-0409,377174.55,2025-10-04,cash,refunded,4
c2f8fd99-ba9d-43c8-8fb6-9f7004ead29f,ee608153-d642-48e1-a8aa-9c081d325411,PROD-0167,29845.4,31-12-2023,wall-et,success,4
4b2dadf8-e003-4a5f-8a3c-a2db29721f49,22144b65-262c-40b5-b735-c4bbd61d89ba,PROD-0072,"1,200",2024-09-04,wallet,success,4
4ad2d12f-cb03-4200-973a-04a867fa4ed0,f15eba56-9d63-4e47-8b4d-40264c1c0ab3,PROD-0048,"1,200",31-12-2023,WALLET,REF, 
6ce4fef3-8b94-4fed-bd74-1413bbe2c669,40336b0d-9c49-41d6-b13e-d5556a84792b,PROD-0063,2190.43,2024-09-16,wallet,refunded,4
5c356f9b-fef3-4458-8e6e-6cc501581c04,51af1afc-3365-4287-84e8-25b9de477b28,PROD-0481,14720.92,2024-10-20,wallet,failed,4
57e19ed0-37b8-4ec2-adf0-7f3d7f2ab4be,53935897-0650-4a8c-91b4-f182599fafbb,PROD-0395,23420.28,2024-04-16,upi,success, 
a4d3dd4a-8a66-47f3-92da-433e7e244aa9,cc6be144-aa1f-4446-80ce-ab74ca7e6afd,PROD-0070,-50,2024-01-29,card,Success,2
32e279f1-b244-45e7-b2e2-b210c69e875f,b975cd5c-f01b-41ba-8866-176f0e882942,PROD-0450,5794.87,,CRAD,success,2
b4dd47d7-44cb-4d38-95b3-0d175aa1c3ab,6343b8ca-0c5b-4cdb-b16f-704e28437524,PROD-0198,43957.62,2023-12-16,upi,SUCCESS,1
02f9e803-08e0-445d-87d2-05dc3d7fa226,0bfb4a85-1eda-4f92-a2a6-8bf514973de6,PROD-0137,811006.41,2024/31/01,card, FAILED,1
c62b2688-5a12-4315-9a6e-baaf537c5e08,fd62c782-ec70-4349-9df4-a454e6f3659e,PROD-0179,48753.45,2025-07-27,cash,success,1
fd8685ba-f826-4afa-833b-38201b5be070,8711e395-0a49-4602-a631-3f3952c00d7b,PROD-0400,25239.74,,upi,fail,1
f3217f47-fc84-4e9d-b951-47fc9c4bdbb5,8664d3d2-2926-4b08-b368-0d9f7eb9b93b,PROD-0453,12257.19,2025-09-11,wallet,success,2
4ac510f4-a2bf-41c4-84f0-651b294c7a13,2707a3d2-824f-4991-8673-e911cb6f57cd,PROD-0402,13750.8,2025-03-17,card,success,5
1997d9bf-1235-461b-a2b5-164cb94863b3,b0e30a3e-bbc8-425c-870c-b39a2724e51c,PROD-0134,22078.24,2025-03-28,upi,fail,2
bb06d2ca-220c-4169-aab5-ebe68597c437,f3ebd178-98b9-4c72-98e9-c0b6035b0ad4,PROD-0169,16855.94,2025/01/10 12:00,cash,suc,4
c58786f8-e807-42fe-b335-882dcb4eb03e,a6f8db7d-8aa9-4174-b452-c8d196bd734d,PROD-0436,11876.18,2025-06-22, upi,SUCCESS,2
29cd614d-2208-4507-955f-d93f2f2cb7cb,06eecbca-d41f-4f16-b362-c871709da513,PROD-0017,838679.39,2026-02-01T15:18:00.193640,wallet,success,1
1affe8e5-d9b5-4f8f-9742-80e2cdd56bf6,11cb6941-05cd-4f2b-8f24-6aac1572c6fb,PROD-0318,881116.16,2024-12-26,wallet,success,3
72f870a3-196d-4f4f-ba24-e6aa702743ba,d49e6d5e-17b9-4b93-8e60-b3f8ea89a4db,PROD-0366, 28472.51,2024-03-14,card,success,3
2c214f2f-c7eb-4b15-84e2-91faf6f383b7,07a16df4-0e72-468a-9102-ddb87f546e6d,PROD-0096,26325.5,2025-05-09,upi,success,1
a2a78a4d-b494-47b5-97ad-58adcf505721,2fb63332-62d4-434a-90cb-fa491fea6f06,PROD-0313,,2025-11-08,cash,SUCCESS,4
70243307-3c7d-460f-907f-839c97dc7638,a7976e29-f45e-4e27-92f3-59e60d772bc8,PROD-0438,4097.04,2024-06-17,wallet,Success,5
bfbab230-5715-403c-a18e-0684052e2dbc,35643e14-5be3-48ea-b8d0-87d63057065a,PROD-0164,43301.54,2025-04-21,upi,refunded, 
3f9252c6-3c9b-4df6-ab21-27eeab349496,1da943d4-4f61-4e23-830c-56c2b22ab4c4,PROD-0031,10306.19,2025-07-02,card,success,five
7bd87b38-7c7e-4a1d-b93f-db91ce7e6fa2,fa5ebe2f-6563-4a78-9c1b-da69169737a8,PROD-0229,19672.37,2024-01-10,wallet,success,4
0091bc0e-9642-4df9-abf4-01aac288c223,486dbb08-b354-49a7-9f95-a11e0063641f,PROD-0283,12433.02,2025-11-30,wall-et,success,3
8cc0d313-025c-470e-bcc8-3f9bf19c4f2c,b9b77c50-6a92-4a4c-a0bb-4dd450c3ce18,PROD-0474,8862.82,2026-01-12T15:17:59.809286,cash,success,1
affc8529-c92c-46c2-a888-2df61cbaa4e1,739b7173-2766-45b1-9b82-03efd193ec40,PROD-0443,-50,2025-03-12,wallet,failed,3
d80bb7ea-beee-416c-ada7-0622819c1b23,32a27e3b-648e-4067-83b6-491bb6b89765,PROD-0003,6443.52,2024-11-30,upi,Success,4
ba309eac-523b-4aff-973f-e5829a91358c,6ae38862-6503-4c6c-abff-b143dd2b65ef,PROD-0230,44376.28,2024-09-08,card,success,2
192dcaa8-9521-4d32-a8d2-af34a68a2c8e,a2ab4666-89b3-415a-a4de-fcbe89a49a51,PROD-0350,47952.14,2025-03-11,upi,success,4
21be8718-3162-4d4d-a84c-4e7e3b84446d,5fc22193-1d57-4b10-8342-dabf87a32711,PROD-0216,44904.68,2025-06-21,upi,success,5
1706934e-3c13-4a83-afad-e24d484714c0,5a2183f6-b451-484c-9374-0266fb8c6d30,PROD-0347,11346.88,31-12-2023,wallet,suc,1
cb217725-b7bf-41bc-be27-374ecaa39d81,4b869dcd-7e9b-446b-b6d8-e2e1c2f8b4e8,PROD-0093,18925.96,2024-07-14,upi,success,2
6328cb61-f818-45c4-82bb-b557609558c1,9c43b1fb-d399-42a6-a9dc-ed57bedcef70,PROD-0386,15203.64,2024-10-06,cash,success,5
64dc6580-c3bf-4db3-9d1d-f8551911752b,035fd0ca-5ef3-4e04-9ac9-02950b9bcc7f,PROD-0147,48348.3 ,31-12-2023,card,success,-3
880e73dc-f121-4bf5-b612-32e78aec9318,3047ae8e-3404-4ff2-b39d-cbdf61512d79,PROD-0484,,2024/31/01,card,Success,1
7df2c620-3111-4bd7-b409-1cde23a6b559,20c5723e-212e-42c7-9ccd-2c8158875fce,PROD-0178,32879.74,2024-09-13,wallet,refunded ,2
241babec-0cce-4e9e-8ae0-2e65563f7018,9686c199-f447-4050-83bf-3c6d39c4fc53,PROD-0289,-50,2024-06-01,wallet,Success,1
d35e157e-c694-4c0d-a4d8-ee4faffa2f06,3b5e8448-c3b8-468c-bd9d-5af27dfba2ba,PROD-0070,40734.73,2024-07-11, upi,SUCCESS,0
1b8a0ba2-8b89-4b89-9858-89955fd4a1e3,67497702-de36-4350-a07d-5eade6203dcf,PROD-0046,-50,2023-12-09,card,success,1
e32d28bc-aede-40dd-a898-e18264646544,47c4ce0a-a6b8-487c-a502-b83ae844102e,PROD-0210,36168.23,2026-12-21T15:18:02.694992,card,failed,2
0c132680-d5b2-4557-baa4-4bcf2910902f,f171c7cd-1d86-4f28-b1d3-25326a1c9011,PROD-0031,43214.56 ,2024-08-01,CRAD,success,2
befa9702-65b8-436f-b41b-cf991abc9346,865443a1-d34a-4c51-9a36-fc5507718c37,PROD-0144,26736.42,2025-02-27,wallet,refunded,0
ece3e9f1-f127-494f-a6ef-47f488d6d95d,0820e8db-76e8-4386-8532-ddcd0f67277c,PROD-0340,13390.34,2024-06-26,cd,refunded ,1
34bb1535-67a5-4dca-892f-5b91746464af,ca5bb21b-85d1-4729-9bf9-6aa7cc502f2e,PROD-0188,17741.88,2024-03-05,upi,success,2
b7b363d2-6fc3-4d1e-bdcc-ffa75502465a,a1bee3fc-7675-4688-bb77-34b04e13b705,PROD-0179,9434.25,2025-01-28,cash,success,2
df9df1ff-5792-42d2-98f3-ff4f96f4d616,c8a6f695-7e3b-4454-b045-bfb1de214a46,PROD-0073,20467.79,2025-03-12,card,success,2
95dbaf13-7eeb-4421-a3aa-21053e7797f1,555774e6-d785-4d7c-b3f1-2c4faaea8a25,PROD-0416,9130.4,2023-12-30,card,fail,1
ba402e09-621b-4726-a8c4-fca56bb0d361,4591c9c6-63e1-48d6-97a1-e9a6a78a854a,PROD-0443,6608.7,2025-10-04,upi,success,0
75b4309a-20dd-49aa-b1b5-5d2dc25384b8,9a7db6f6-4f4a-49eb-9de4-1285c235c7dd,PROD-0421,0,2024-05-20,upi,success,4
54b3cd42-58f3-4cf6-bab4-3f50b36ee19e,6fd7bacd-fe7f-4511-8b75-0e1db1ddd541,PROD-0498,0,,card,success,3
e762b666-cc95-4b27-918d-30418eda80c4,f35ede95-7fe7-429c-a59f-52f841303448,PROD-0212,620362.39,2025-02-18,cd,Success,5
14e1e45d-3059-4c03-ba6a-055c908e7314,928b6476-9b9f-44d3-94a1-803b790038e8,PROD-0363,49981.72,2025-03-08,cash,suc,3
9d8846c7-d0dc-43e1-b76f-a6aabcb2ff71,ed8ec7af-7ef9-4e76-b5f0-2bbb28a1c51e,PROD-0012,15831.17,2024-09-14,card,success,4
c38fc56b-9eab-4e84-8690-87f0281e5251,228da85b-5535-44f5-bdab-4a34c4196dca,PROD-0222,,2025-01-23,cash,REF,3
b9bd2d04-1c78-426f-973a-0b505f27a9db,c496d850-335f-49de-be02-1a505ae5d02d,PROD-0460,0,31-12-2023,cash,success,5
4913b9d5-6b79-4f3c-ba1a-7fe8e2eff987,35c5a852-e2f2-40c3-9f5e-244caa927d6f,PROD-0389,23778.13,2024-08-09,wallet,refunded,-3
2d904544-8163-4e29-a5d8-32e472a0edad,690ac057-cd6d-4f79-8201-72bbb247ab9d,PROD-0246,16360.79,2024-07-17,upi,success,3
091bad7f-5ba7-48e3-a607-e09ad9fb9626,2568fbe9-d13e-4fca-8b05-240ba7b91c12,PROD-0399,19165.94 ,2024-09-09,cash,success,2
6356bc0f-cd5e-48c3-9a06-60fb784d9db7,e0377a40-d95a-4e79-b3b0-a7a19922748f,PROD-0463,12606.99,31-12-2023, upi,Success,five
d2204a14-3c70-476b-8bb1-9f683d078ea9,c9aa0cd6-e726-473b-a7a3-18299344f010,PROD-0315,30966.01,2025-11-21,cd,success,3
b185adfd-2fb1-437b-8875-d7bcad119c6b,e95b141c-93b7-40ef-bef8-5e915677788a,PROD-0333,33243.04,2024-07-01,UPI ,success,3
addaf708-0869-499e-abeb-9154f885f969,4575028f-eb18-4516-83b9-38935dde060d,PROD-0122,0,2025-06-08,wallet,success,5
24e5fcaa-fab8-4b5d-91f4-497cde3cac5f,a4e380ee-7c5d-48fb-ba3b-dd40c67360dd,PROD-0206,13878.83,2024/31/01,wallet,refunded ,-3
7f28dc3e-2099-4918-a067-f9f1d305007e,db8ecf6e-a01e-49ca-87ca-a032b150c5bf,PROD-0152,24375.99,2025-04-15,upi,success,5
e67ddd88-30e0-4162-8392-02d66525bf16,f1a0b734-f866-4420-a075-8b9c623bde54,PROD-0239,34978.43,2024-04-17, upi,success,5
80aea149-df4a-4948-bd5b-0f8e4a966ddb,569e2d80-7c30-44b4-aaca-f819a9d690f5,PROD-0322,15215.8,,CRAD,success,five
5dc6f8e7-c0ba-4c2d-acbe-abfa815d87c0,b25f4368-cc48-4396-84a4-c08f7a575d17,PROD-0133,13131.62,2025-11-09,cash,refunded ,2
c2718ddf-fcb4-4c3a-a941-0bdc06245c5f,2287cf85-f57a-4791-a331-fd699039acf5,PROD-0019, 9379.03,2024/31/01,upi,success,5
5c209b59-75e0-4d25-890a-70f9707fd089,961a5cbc-2f9d-4361-8b95-cc86fba2d6d3,PROD-0189,-50,2025-10-14,WALLET,success,2
2c7e8ee4-44e7-4d52-af43-6b1f917d2ba3,b216c6b0-5f9e-45bf-b3f7-6b3402c7ee89,PROD-0467,-50,2023-12-05,upi,success,2
054dbbfb-659b-4449-93a5-e5274659ab45,e6d5220f-196b-424a-ae95-ff8fcf5a2c5e,PROD-0124,14615.74,2025-01-28,card,refunded ,1
a33b574a-54a7-4a0a-abc7-06eeaf2a4784,a824ca77-e982-400e-9af3-d739c2e59dab,PROD-0083,0,2025-05-26,upi,success,-3
dfd5b015-7bf9-40c6-9239-8ceb7ab5e130,070f167a-efad-42fb-b8d5-ea0c47479a9a,PROD-0480,16201.93,2024-10-15,card,suc,4
40b32c39-a3b7-40ac-ac53-0b92d4381fca,5e8fafbc-9ad4-4eb1-85d2-93a7cdfd173e,PROD-0116,27609.95,2024/31/01,wallet,success,5
8dc6f46e-fb9b-40ad-94f0-cbdf6a4dec5d,29c5f3a2-1010-4cdb-a08d-2bed44687ac3,PROD-0363,-50,2024-04-29,wallet,success,2
934fc73a-8462-42b8-85ab-9f261bd07d82,885961c8-f1b3-497d-b4cb-18a1363307d6,PROD-0125,47720.51,2024-11-11,wall-et,REF,five
c005e4d7-5ff1-4a9b-8d4b-093b1f6a60b3,dd3d1ec3-99da-4433-beec-2e3b97c3c386,PROD-0142,12927.12 ,31-12-2023,upi,success,1
1f74b929-7c16-4787-aed9-edf050f7e16f,3488fca8-26ae-4eaf-a4e1-23c4ca89361b,PROD-0162,16021.46,2025-09-10,card,success, 
d87cf43c-52d6-4ca5-90cd-36d593743e72,eba4bfcc-2211-4644-a2b8-4bff701da404,PROD-0387, 4887.49,2026-06-18T15:18:01.262337,WALLET,success,1
29c2c1b9-98e8-4e33-bf17-0f3ee61e6510,f24fc794-2ce0-48dd-8a28-f7ef59edfb9f,PROD-0344,36577.18 ,2025-06-19,wall-et,refunded ,3
e1cd3c7b-28f1-4451-8e99-0a86f1261719,73431057-ee5f-475e-a140-01b5b99e8a72,PROD-0493,0,2024-04-16,upi,success,5
7fc57d93-feb0-4ef1-bec5-b9f237af89a7,e655d6bc-2d7b-4da8-8462-19821eafb8d9,PROD-0055,9827.51,2025/01/10 12:00,cash,success,3
0e29fd07-7682-42e6-b2d8-42692eb6681d,7b7bde23-f311-4ebf-9b8f-de781000de5f,PROD-0044,6178.04,2024/31/01,wallet,fail,2
e8582683-2b4e-4537-99fd-0f7cfe49bce5,db57e18a-e3cc-4fbf-bcba-fba4a9caef1a,PROD-0219,3088.63,2025-03-02,card,success,1
8c6d23e3-d9d0-4111-9c61-cabe1761697b,12aa8b6c-698b-44e5-a820-7ec8ea9e9977,PROD-0226,-50,2025-08-25,WALLET,success,4
002272d9-11b3-48f6-9d74-4e8a5daf7b5d,1e877224-e1f9-4005-8d46-72004b09602c,PROD-0232,8835.74,2025-09-20,cash,REF,2
d290c608-2989-4209-b6b4-8c92283bfb48,35727c95-2d68-420b-acf0-52c656932a01,PROD-0035,,2024-10-15,wall-et,SUCCESS,0
52faea83-333e-4312-98c6-fbd10e0d2f21,e919d124-043c-44d4-b0c0-8cc5a450ddcf,PROD-0342,1783.4,2025-01-17, upi,success,4
6024cf80-0c59-4442-ae25-d81cfcd088a0,24482fc3-7b0e-40bb-8a62-dabafbc198fe,PROD-0071,33330.77,2024-12-14,card,success,4
520e42db-4835-4181-9d8c-92be3e85f46d,1747ff70-e584-44a5-9985-dd2fa70460ef,PROD-0300,2461.43,2026-07-15T15:17:59.752111,WALLET,success,3
1fd00c58-93fb-4fad-a65e-1814596bad5a,dbda8620-f4a9-49b5-a849-759d48c79fe1,PROD-0214,6546.61,2025-03-12,card,Success,2.0
237658cd-92dd-4da9-b38d-47ccbb7fd08c,05e668c5-372c-406b-9021-6a4a69119e0b,PROD-0035,42263.9,2025/01/10 12:00,WALLET,suc,1
cbef829d-ba63-4f98-beac-2037728abb27,bd4b67bb-0380-4756-b9f1-03fca0e9befe,PROD-0331,,2024/31/01,wallet,failed,3
bce0b147-3304-408e-bd43-dbced3a6315b,9da0c003-fc32-46af-9411-ea6b2c39cd5c,PROD-0313,21886.12,2025-09-06,wallet,success,4
49f905f5-5e96-4d4a-b4ec-16df7f1220fa,a0241049-e259-47e5-85fc-2f8a70898f7b,PROD-0151,,2024-12-09,card,success,3
f8eb7785-ddff-4a9a-bdf2-1be2f73b3211,932857a9-e5ba-4ce2-96b2-617be46604e4,PROD-0357,30483.8,2025-01-05,cash,success,2
60834db2-cc42-454e-a576-f543098de133,4d1c71b1-e152-4f40-9cf4-c45fa308d61d,PROD-0442,29899.93,2024-11-12,card,success,five
c140cc3a-f704-4c8d-9049-d0c3b33c1aba,e44c2797-cc4e-4572-9beb-1327929defdb,PROD-0333,42432.55,2025-06-17,UPI ,failed,1
d1ba26cf-7669-472a-9e07-d1451c21c290,58018d4e-d4e5-40f4-bf07-2c4f6de8ef52,PROD-0108,20278.87,2025-06-22,card,success,4
ce1c92e4-c0e9-446a-b509-56675833c822,31ec0008-69bf-4a2b-9bf5-e8528d886391,PROD-0297,15318.93,2025-08-18,wallet,success,2
eefb5730-a8f1-4cc0-9513-6dcb18e4d054,8a4b010e-b8de-44bb-912d-44cd83af4461,PROD-0451,8363.65,2025-06-26,card,fail,4
35b9b551-7994-41c4-ae56-beffa7b58e2b,19108ae4-1200-4187-bc12-54dda028772f,PROD-0133,34184.82,2024-09-17,card,success, 
12dc21ec-8038-4f38-91a2-57ba582657db,f41b1670-c4d3-4db3-a66d-039e8457599d,PROD-0236,,2025-03-27,cash,success,1
3697b95e-9bc4-4192-8603-88996486e2aa,44dc27c7-7dac-4b29-9df1-2041f847c4d7,PROD-0039,,2024-02-20,wallet,success,2
c1acb85a-7399-40db-8fe1-b6e5ef842220,6ba38f44-6749-4d15-8b32-14d0afff434f,PROD-0452,14674.74,2025-06-09,cash,REF,0
9c444264-7d75-4db9-9c01-2f55ff785d80,5c75a3d1-2af9-4878-bd8f-cbbff38d2581,PROD-0122,27758.37,2025-05-10,upi,success,3
fb088212-4815-40e7-a748-42faebf913af,22b793b4-c791-4a11-949f-070908baaf31,PROD-0476,11735.51,2026-07-04T15:18:00.917795,wallet,success,5
d78b6f02-dbf3-49a8-a293-bef6b8fdfb79,bb9e67e3-76b6-4248-8b92-6e0c736ee156,PROD-0277,22860.77 ,2025-09-23,c@rd, FAILED,1
0458fbd6-c75a-454d-834f-ded108ceedc5,708195c2-b701-4781-a4cb-0e4372424403,PROD-0396,4267.4,2024-10-09,card,success,2
b2631729-9ca9-4e88-9e23-025d4c305ad9,d4fdb5c7-9ceb-4f63-b3ca-eacf6147c097,PROD-0341,14138.47,2025-09-10,cash,Success,5
7f0e90bc-3ff6-49a0-b016-c24b093625d0,0246ae48-1038-42e0-900a-45d771bee614,PROD-0180,11658.57,2026-04-05T15:17:59.780474,cd,success,five
93105d2e-992f-4067-87ad-1d65065e047a,063b6e25-6632-4ea8-8bfe-2ce3c127864d,PROD-0079,16123.87,2024-03-10,UPI ,refunded,1
0246e738-a12c-4aa3-8168-e72e172ff1ac,9a4e330e-8f01-49e3-9584-cf9f7c080cee,PROD-0097,-50,2024-02-23,WALLET,success,5
1d0ce314-5f97-43da-81ed-823f61ad494a,13d2fdeb-c108-46e7-9f3e-e15f4bc84ce9,PROD-0418,35461.63,2025-08-03,upi,REF,3
fd0093d3-41d2-40bd-8b99-20b562ab1d6a,883560ff-3372-4210-a9e7-3cfab32359ed,PROD-0496,-50,2024-12-01,CRAD,success,5
5e4e29a3-a0a4-4546-91cd-d521841add82,dff4b534-0112-4122-9e53-208daed80056,PROD-0102,7434.1,2024-12-16,c@rd,suc,2
0377a371-0d65-4ea6-9688-208ab876c358,3d76f608-6871-4121-9e2a-ebba6f946af4,PROD-0069,28540.52,2024-02-16,card,suc,5
ac1436b3-85c0-47f0-ac37-99995909d2ff,74c371c7-793d-4218-a55c-a116c64ec29d,PROD-0287, 23919.03,2025-01-30,upi,success,-3
c7957cf9-0fd0-42fb-a0c4-feed24568f5a,50b0c239-6c26-4fc8-a898-1d7b593ff5bc,PROD-0308,294757.38,2025-02-08,upi,success,1
21a5501d-3984-45f8-bc7a-a71d3875e761,f6269bbf-2537-4dd7-998b-bb7751b4abc2,PROD-0494,40531.5,,WALLET,failed,4
f0fbca5a-fa6e-429c-a5d5-0176208bd50b,08979696-0522-4579-b342-1694a5766ca7,PROD-0130,47966.84,2025-08-21,card,success,1
7ec65666-f0a4-4ed3-8853-6b61a8f8dc51,ab6a4726-acf9-4f71-a3f7-37b960f716a9,PROD-0185,6069.04,,wallet,success,1
f3539579-c9ba-4e0b-b56f-affb706956f8,98a9b312-2aad-4dd1-bd03-10372cc0b8bd,PROD-0194,12126.02,2024-06-18,cash,success,4
95c6d408-e00d-4ffc-86d2-027c28272f34,5efc7fc5-1d86-4533-99ee-0a5202bcda32,PROD-0354,37304.9,2024-06-05,wallet,refunded,5
c739f985-7a2f-4b73-b812-d8124ac1452a,d7c0cada-7530-41f7-98d3-b5028b140f20,PROD-0022,2077.68,2025-05-28,card,success,4
d40055b3-c842-406f-ae50-ff7a2d10e265,0c20f3fe-1389-4587-b60e-340dfd07d368,PROD-0384,1522.26,2024-01-27,card,success,1
fafd5210-c8e7-4601-816c-f47a1d58e404,1c1b0e8e-0c11-414c-a961-869a4ca2b68d,PROD-0302,21117.77,2024-08-19,upi,success,4
56246264-8fef-4179-b739-7e59d3a4baba,4aae30a8-7061-4fb0-b9b6-4d1bad3814e9,PROD-0089,,2024/31/01,upi,success,0
14658dec-bb65-4641-b264-3a66b2c65f38,cf76e80b-a75b-4860-ab6a-4298552b0252,PROD-0258,11384.31,2024-07-18,wall-et,failed,1
270904a9-9d7e-4daa-94b0-0d8de2b28d84,d37e4fc7-5bb1-4caa-9c54-1041b1543a42,PROD-0403,23653.9,2026-05-14T15:18:02.044523,wallet,success,4
15187a9d-e50b-4ef1-ba1e-a6781ebc870e,652078d0-79b8-4dc2-895f-168d20d7a872,PROD-0012,19696.98,,cash,success,3
42103714-1d03-4232-a345-3e0ca22382bd,07ee7b1a-6ab4-43fc-958e-53830a328f33,PROD-0291,-50,2024-09-03,wall-et,success,1
96626f4f-5274-4e42-8cac-290ad513074f,dc0bb2e7-feb6-4707-b642-e0532256d2ea,PROD-0373,529.0,2024-10-12,cash,success,3
534a784c-f5f5-495a-ac77-af98d2964742,b441c34b-38bd-4403-99d7-d2ebf263f8f4,PROD-0022,124387.04,2025-01-31,cd,fail,5
05486fa8-6996-423e-874c-8c299611d2ad,778467eb-b5af-416d-9fe1-3080e8555a9a,PROD-0470,15117.69 ,2025-09-26,cash,refunded ,3
73f510b2-d8ab-4ded-b269-6cf102278a92,2a4f40f8-6a35-465e-b915-935171ee986a,PROD-0357,30597.05 ,2024-04-27,cash,success,2
e9c0398a-25e8-4b3e-904e-b61e52cc7c97,09c51d9f-6c26-4fc8-a989-032e06d83275,PROD-0114,15882.92,31-12-2023,cd,success,5
4e64b682-289b-4d46-867e-0c042af4dd30,e1bf00de-200e-403b-a9da-6bd407fd7aa2,PROD-0115,32865.1 ,31-12-2023,card,success,1
a4c0f518-c7ae-4123-bd5e-6c4efba87a79,5c1f4a0b-dd8b-4f07-b753-b28b32a7e807,PROD-0025,28933.25,2025-05-10,card,success,4
fd01e237-2052-4d0f-aec9-88f1f50c1c37,dfa1ad17-b654-4b1d-a1f6-c980eae774bd,PROD-0131,45147.66,2025-11-25,upi,success,2.0
66e631f6-261c-41ea-9b1c-47ffead98635,cd04c7a7-e5fc-4469-b3c6-aa9197d552bf,PROD-0203,31663.46,2024/31/01,wallet, FAILED,4
54a1adec-e068-4dbe-96a2-531b7d009497,5c572814-cd23-4289-baf5-419e09ae7fbd,PROD-0147,4050.83,2025-11-23,cash,success,2.0
c0c0ccb9-c3ab-4e28-a6a2-6ca68a08926b,0228e7a6-5317-4e1e-8499-4b191ab5bb60,PROD-0491,31807.52,2024-11-28,card,Success,five
94256bfd-b91f-4f9d-a9a7-e775e0942b5c,0d3b514c-a644-4c5e-aa82-a3b314442fed,PROD-0243,38920.91 ,31-12-2023,card,success,4
0f65c6ed-54c7-4afc-8c37-a6e8d9d7921a,a16ff441-9eed-4399-8f7b-f740dd59737e,PROD-0292,4889.04,2024-11-09,wall-et,success,5
2a800de7-9216-4507-9354-7226bfd111e2,68af3e61-b65c-49f6-be68-6f7f49311b1b,PROD-0476,34697.38,2025-11-15,WALLET,success,3
34924b08-3a95-4f66-a495-fa776fb1358a,1a22d76b-b042-4d3c-941b-0dfd22be3611,PROD-0051,14968.46,2025-01-13,cash,success,five
d0ce6c21-e3e2-4e5b-9ba7-1e6289c1ce82,d95600b5-e858-41fa-899e-35103245f676,PROD-0126,,2025/01/10 12:00,c@rd,Success,five
26adb369-cd71-4ab7-8d75-3badf743e1f9,3eaffd4d-26c9-43cc-9fc6-d418db4926d8,PROD-0065,23770.74,2025-01-24,card,fail,5
7c3d3282-fc00-4b08-99f3-386abf371b68,652078d0-79b8-4dc2-895f-168d20d7a872,PROD-0272,25265.05,,card,refunded,5
794b6264-2da6-40fe-8037-995f708f9f3e,2261f883-e38a-45cb-bfbd-1154051d9f8f,PROD-0344,10093.33,2024-11-26,card,success, 
76703c07-a9b0-454c-9f20-1af7ed9dc212,b6c4328e-5747-49f3-bdd6-2063d18dcffe,PROD-0239,27678.67,2024/31/01,wallet,success,4
3c0040ec-3518-4adf-ac3c-4cd9ff07ec33,65ae583a-e217-4a6b-b6cb-fbf7e7e60cfa,PROD-0086,32081.95,2025/01/10 12:00,upi, FAILED,4
2e3ddd5f-040a-413b-951a-f2c9003a3d5b,9acba494-2477-427e-83c9-f87d794ed505,PROD-0071,950647.74,,wallet,success,1
76becb9d-dddc-4f03-bdf7-f4791c9303fb,517ad124-978a-4d26-bfc8-0824eb9ea482,PROD-0161,29651.83,,wallet,Success,4
cdbf5bd2-bc7d-4ca2-845c-6f326c07dd8b,e23cfc30-844d-4d6f-82b9-fa59e4ca55b2,PROD-0172,6864.61,2024/31/01,upi,success,5
015883b5-7b14-4b34-8ed1-02a783d22179,11b96306-8cd5-48f5-a648-2a8629f341e5,PROD-0327,13508.08,,cash,suc,-3
b550193b-760d-4bb2-9ba1-586d60a16e45,58e655ce-2c6e-4512-990e-a863eee40486,PROD-0382,8468.68,2024-08-19,wallet,success,5
fc4cb5ca-bdc8-4d5f-8fd1-81d661194e90,9fb598e6-7a6b-41ee-8934-dd2b54002bea,PROD-0294,22821.99,2024-04-15,cd,success,4
