customer_id,events,viewed,searched,carted,logged_in,first_seen,last_seen
00e2efc3-6444-4f78-a21d-bac06ed015f6,6,1,1,0,1,2025-11-04 20:05:06.767003+00:00,2026-12-12 16:04:49.717732+00:00
00e46f09-2070-40b2-9c79-31dcc7bbc5c9,4,1,1,0,0,2025-09-04 18:42:16.606340+00:00,2025-11-22 13:49:05.690070+00:00
00e6e344-48c6-443b-83e6-97e0b01f96e2,8,1,1,1,1,2025-09-10 20:34:43.792072+00:00,2025-12-02 15:09:19.087971+00:00
00e7322a-668d-45ad-b6fa-de8644886e5c,5,1,1,0,0,2025-09-11 07:16:51.183622+00:00,2025-10-20 05:59:29.152972+00:00
00e7e3d8-893d-4cc4-8789-112c5c5787dc,5,1,1,0,1,2025-10-08 13:50:52.314406+00:00,2025-12-01 21:53:14.032703+00:00
00e80704-ddc9-4e04-bb11-7fb5f50fea59,5,1,0,1,0,2025-09-24 04:11:44.494789+00:00,2025-11-18 17:08:13.287445+00:00
00e8dc96-fde2-4ba3-b3a6-0da3ff733354,8,1,0,1,1,2025-09-11 09:18:00.439256+00:00,2025-11-21 19:45:29.872210+00:00
00e988f7-cbfc-4949-923a-d86cc72f3335,5,1,0,0,1,2025-09-04 13:22:18.934585+00:00,2025-11-26 23:18:22.550091+00:00
00e99475-3a41-439b-9c1f-409eab1ec444,8,1,0,1,1,2025-09-04 11:14:30.255723+00:00,2025-11-16 15:21:36+00:00
00eb4129-687e-4571-9c51-2f6a509ee5b6,6,1,0,1,0,2025-09-13 17:11:40.026833+00:00,2027-03-31 16:04:43.354163+00:00
00ed8cdd-9124-477a-b513-ef17c93d812f,7,1,1,1,0,2025-09-20 22:27:36.514333+00:00,2025-11-13 03:29:55.866693+00:00
00f34b60-ef48-48a3-84b0-5c227f020519,7,1,1,1,0,2025-09-18 15:52:52.189249+00:00,2025-11-27 02:30:40.266335+00:00
00f6fa7f-f10f-4c9e-b4c9-aac29ab9b6f8,9,1,1,1,1,2025-09-06 01:48:23.076304+00:00,2025-11-25 21:54:32.997675+00:00
00f70b10-277d-4dca-9256-58d3beee1079,3,1,1,1,0,2025-10-11 08:26:45.995420+00:00,2025-11-15 19:00:05.083014+00:00
00f76092-03b0-4773-bd86-003edf76725b,7,1,1,0,0,2025-09-10 05:05:06.375519+00:00,2025-12-13 16:04:44.764756+00:00
00f78ff1-cff6-4985-aceb-c18e2524e2a5,10,1,1,1,0,2025-09-11 05:55:29.018938+00:00,2025-11-21 11:22:35.859226+00:00
00f8f218-2c8f-4223-a8eb-6148e59d11b4,6,1,1,1,1,2025-10-02 17:14:54.649997+00:00,2027-11-25 16:04:37.275588+00:00
